username;name;sex;mail;birthdate;country;city;street;password
wmeszaros;Tóth M. István;M;bianka14@gmail.com;2015-02-03;Hungary;Hetvenkőrös;Egeri út 80.;tIpAk0uV8uOz
juhaszjanos;Dr. Molnárné Kovács Katalin;F;jizsef33@gmail.com;1971-01-31;Hungary;Alsónádasd;Ligetapátii utca 235.;X40qto6b66DE
dominik88;Dr. Juhász László István;M;laszliracz@hotmail.com;1961-02-03;Hungary;Tiszaligetbánya;Mátratamásii utca 160.;UqN9VCz2dJqO
mariavarga;Z. Kocsis Jenő;M;janos81@yahoo.com;2006-01-10;Hungary;Hátvárad;Németmártoni tér 244.;b8lHG0JasKp4
nagydaniel;Dr. Vass G. Sándor;M;gergo25@yahoo.com;2019-06-07;Hungary;Hetvennémeti;Békéstamásii utca 77.;hVEtpdjQ2rmq
nkiss;Tóth I. Sándor;M;belapapp@yahoo.com;2005-01-31;Hungary;Magyarmártonfalu;Bajai út 182.;jB38ZqdI5N05
hannabakos;Boros Nikolett Klaudia;F;zsuzsanna91@yahoo.com;1950-07-31;Hungary;Váckeresztapáti;Ligetfalvai út 220.;YJPUGjsko8wZ
andreamagyar;T. Lakatos Ferenc;M;kfeher@yahoo.com;1952-12-18;Hungary;Pusztagyörgyvárad;Ózdi utca 231.;1ZmyaL1ITAjB
margit87;Nagy Józsefné;F;martinbognar@hotmail.com;2015-01-06;Hungary;Miskolc;Mindszentfai utca 6.;c8K0fVmH7qa8
maria15;L. Molnár József;M;brigitta67@yahoo.com;2013-11-22;Hungary;Sopron;Pilistapolcai utca 114.;yVQAFT6p9Q6Y
katalin19;K. Varga Éva;F;janosmolnar@gmail.com;1999-03-30;Hungary;Hódmezővásárhely;Györgykőrösi tér 205.;gkZasmR91Hlj
majormaria;Dr. Simon Kovács Piroska;F;dgal@hotmail.com;1915-03-09;Hungary;Tatabánya;Arany jános tér 23.;L2tdAHtdY9N6
horvathpeter;Nagy L. Levente;M;vargarizsa@gmail.com;1943-12-14;Hungary;Tamásiberény;Egyházasszéki út 6.;k2GcQesiGmPL
pmarton;Tóth Simon Éva;F;uszabi@gmail.com;1965-03-22;Hungary;Dunaújváros;József attila utca 84.;N01eboIyF25T
ukovacs;Á. Orsós Tamás;M;amezei@yahoo.com;1911-05-11;Hungary;Orosztapolcaberény;Ráctamásii utca 224.;a1Fm0nRzPGAs
sandorszalai;Dr. Pap Kovács József;M;rudolfnagy@yahoo.com;1982-08-28;Hungary;Fürdőapáti;Drávaligeti utca 139.;bNZ2cd2bn0iV
zsolt91;Dr. Nagy Károly;M;imeszaros@hotmail.com;1923-07-23;Hungary;Tótbánya;Hetvenfalvai utca 23.;xRA8CYER9Ex9
gyorgy95;Dr. Borosné Jakab Gabriella Katalin;F;emese96@hotmail.com;2022-10-31;Hungary;Egyházashídnémeti;Mátrahetveni utca 19.;uI55UzDmo06c
gvarga;Prof. Dr. Mészárosné Major Zita;F;kovacsjudit@yahoo.com;1984-05-12;Hungary;Kungyörgyváros;Kaposvári utca 42.;KaRo2TGpG8pL
ynagy;Dr. Pásztor Kelemen Ágnes;F;ckovacs@yahoo.com;1958-09-06;Hungary;Békéshídharaszti;Debreceni utca 19.;g0kupesZJ6SE
lnemeth;Dr. Illés Henrietta Julianna;F;ikozma@gmail.com;1954-05-05;Hungary;Hídbánya;Ligetnémetii utca 115.;9x9Zl02wtK2K
kovacsjanos;Illés Adrienn;F;zsifiafarkas@yahoo.com;1916-01-20;Hungary;Ligetharaszti;Petőfi sándor utca 213.;1HgBIiat7H71
mariannbalogh;Siposné Farkas Mária;F;kkatona@hotmail.com;1953-12-19;Hungary;Balatonmindszentvárad;Kossuth utca 98.;5I6XB3Bwh9me
bpeter;Dr. Tóthné Kiss Mónika Erzsébet;F;fehereva@yahoo.com;1932-07-29;Hungary;Drávaberény;Kisfürdői utca 25.;DRXKYjyZ6yAg
katalin30;Dr. Illésné Király Mária;F;andreakovacs@hotmail.com;2007-01-05;Hungary;Szentnádasd;Egyházasi utca 65.;6GLnEpSMt5a8
dkiss;Dr. Dudás Kovács Mónika;F;laszli96@gmail.com;1971-01-19;Hungary;Bakonytótapáti;Kaposvári út 31.;1mfvjwYJJ6Ve
tivadar76;Dr. Vass B. Attila;M;enemes@hotmail.com;1937-09-15;Hungary;Mindszentdevecser;Mártonváradi utca 179.;v0SI5LlkKwZO
kisserzsebet;Dr. Varga K. Róza;F;fnagy@gmail.com;1996-10-19;Hungary;Nagyligetberény;Nádasdi utca 114.;ZOKBT6ue7lho
brigittatith;Dr. Sipos Balla Ferenc;M;szilviaszabi@gmail.com;1966-11-30;Hungary;Györgyberény;Kossuth utca 233.;20bm7o9qN6R9
roland62;Dr. Kocsisné Illés Éva;F;pal74@gmail.com;2021-12-16;Hungary;Kismellékvára;Székfai utca 83.;2mAeAHOvieNJ
tithjizsef;Szőke Balogh Katalin;F;jizsefmolnar@hotmail.com;1940-10-18;Hungary;Nyékmindszentbánya;Kossuth tér 179.;ceQEdQrZug9b
tolah;Gál Péter Attila;M;andrea73@gmail.com;1989-06-16;Hungary;Érd;Nyékmelléki utca 29.;8hD9UalBLA9P
ejakab;Orsós István;M;istvannagy@hotmail.com;1947-03-03;Hungary;Kaposvár;Tiszamindszenti utca 58.;8jM87aSrr9BB
sbalogh;Szabó Erika;F;tithmarta@gmail.com;1997-04-27;Hungary;Veszprém;Györgybányai utca 10.;3EG4wAobHOBk
kovacsjulianna;Takács Erika;F;hegedusszilard@yahoo.com;2003-05-10;Hungary;Hátvég;Petőfi tér 13.;XXv9guLs36bL
baloghgabor;Dr. Horváth Márton;M;kissmiklis@hotmail.com;2002-07-22;Hungary;Tapolcahida;Szigetszentmiklósi utca 178.;8IGu1gWVZKG1
ntith;Szabó Kis Roland;M;janos31@gmail.com;1998-06-02;Hungary;Cegléd;Arany jános utca 219.;3dW9wAfk3u6N
viktiriakovacs;Tóth Ilona;F;katalin81@yahoo.com;1931-03-18;Hungary;Dunakeszi;József attila utca 57.;6gA00nkXBON0
margitfazekas;Dr. M. Nagy Mária;F;takacsmihaly@yahoo.com;2004-08-16;Hungary;Somogyhalas;Felsőfürdői utca 194.;0SX6eGlc5RPf
ehorvath;Dr. Lengyelné Mészáros Márta;F;erzsebet99@hotmail.com;1964-07-08;Hungary;Györgyberény;Györgykövesdi utca 74.;LOao6NuX7JQA
ppeter;Pál Márton Csaba;M;olahreka@yahoo.com;1957-10-01;Hungary;Nyíregyháza;Hetvenvári utca 67.;9GtIR3luueoA
evavarga;Horváth Máté Ferenc;M;janosfodor@yahoo.com;1916-12-25;Hungary;Budahetvennádasd;Dózsa györgy tér 200.;ddH9lXXFL7yY
tamas88;Horváth Halász János;M;antalnagy@hotmail.com;1978-03-08;Hungary;Vác;Béke út 123.;PpQJ3BRg8evj
ghorvath;Horváth S. Mihály;M;kittibiri@yahoo.com;1916-04-20;Hungary;Vácgyörgybánya;Petőfi utca 139.;uS53KZUtvomn
iren80;Dr. J. Fazekas István;M;szabigizella@gmail.com;1987-05-15;Hungary;Mártonnádasd;Györgyfalvai utca 11.;WpnriwKs9iCB
mateszucs;Dr. Kovács Ágnes;F;pnagy@hotmail.com;1933-06-01;Hungary;Szeged;Mártondevecseri út 175.;6ChxKbKsdIp2
ujakab;Tóthné Takács Jolán Lili;F;torokrichard@yahoo.com;1985-07-10;Hungary;Felsőszékhida;Petőfi sándor utca 54.;W9UQykxDEPlR
farkaslaszli;Dr. Sárközi Kovács József;M;vnagy@gmail.com;1938-07-13;Hungary;Székesfehérvár;Szigetszentmiklósi tér 171.;I0nTBcSidL5v
molnarkrisztina;Dr. Lakatos E. Zsuzsanna;F;milan08@gmail.com;1925-04-10;Hungary;Némethetvenvára;Nyékmindszenti utca 3.;Cjg2CMfsl01Y
agnes36;Z. Szabó László;M;andrea58@gmail.com;2012-08-23;Hungary;Baja;Budapesti utca 67.;Cl0PRNZlHtGC
szilagyiszilvia;Kovács Péter;M;istvanmolnar@gmail.com;1916-08-19;Hungary;Bakonytamásifalva;Alsóhídi utca 226.;ZzcG5euwi0j2
ffarkas;Dr. Pál Zoltán Balázs;M;emma23@hotmail.com;1946-04-25;Hungary;Pilishídvár;Vácgyörgyi utca 87.;jMMZAyetH6lI
szalaianna;Virág Zsolt;M;kovacsmarta@gmail.com;1911-02-10;Hungary;Pilishalas;Miskolci utca 128.;1Y2ksks9SLio
hajdulaszli;Dr. Nagy B. Gabriella;F;attila23@hotmail.com;1934-08-29;Hungary;Belsőhetvenharaszti;Mátratamásii utca 117.;T4Mg4v7Zyvhw
tamas81;Dr. Kelemen Zoltán;M;hpal@hotmail.com;1973-08-13;Hungary;Egyházashátfa;Kossuth tér 85.;1lE6M9hdloSE
nemethantal;Dr. Tóth T. Sándor;M;sfarkas@gmail.com;1958-01-20;Hungary;Pécs;Szerbtóti utca 14.;6GuWOgAhVmwL
hegedusklara;Török Irén Erzsébet;F;horvathtunde@hotmail.com;1987-11-11;Hungary;Kecskemét;Mindszentfai út 245.;aoBt9zAg0ztB
pszabi;Baloghné Dr. Kovács Teréz Erzsébet;F;daniel39@hotmail.com;1945-05-08;Hungary;Szigetszentmiklós;Kossuth utca 130.;8PjMPsAXfNZq
laszlitakacs;Szabó A. Viktória;F;wsandor@yahoo.com;1962-10-11;Hungary;Város;Dózsa györgy utca 248.;4gMH40BmG7CR
horvathjulianna;Dr. Varga Mária;F;tiborsimon@gmail.com;1960-04-06;Hungary;Szigetszentmiklós;Pécsi tér 129.;ocfhX6Hw0l82
danielkelemen;Szőke Mária Erzsébet;F;horvathkatalin@yahoo.com;1910-11-14;Hungary;Lajoshetvenapáti;Petőfi utca 1.;xMCKpb1E4j5D
kisscsaba;Prof. Dr. Horváth Botond;M;nilles@hotmail.com;1991-07-29;Hungary;Mindszentváros;Kövesdi út 122.;V5zpKcBdBsHD
hegeduslaszli;Magyar Szabó Vivien;F;csaba70@hotmail.com;2008-05-11;Hungary;Györgykőrös;Kövesdi utca 107.;7kvvtmMIhEok
gabriella90;Tóth Ildikó Jolán;F;gyorgyorosz@yahoo.com;1979-05-30;Hungary;Nagykanizsa;Nagyligeti út 205.;5Z87SGAvh4rg
piroska73;A. Simon László;M;timeapinter@yahoo.com;2001-08-18;Hungary;Szeged;Szabadság utca 221.;NdfgLeZkt0Mu
akiss;Dr. Kissné Kovács Enikő;F;csaba35@yahoo.com;1961-03-26;Hungary;Dunaújváros;Hátberényi utca 225.;BjI7eAecP15v
kovacskatalin;Dr. Fekete András Sándor;M;laszlimolnar@gmail.com;1971-01-23;Hungary;Eger;Nyíregyházai tér 97.;e9ubwXDtj9OS
qfeher;Szilágyi Juhász József;M;istvantith@hotmail.com;2022-07-02;Hungary;Nagytapolcahalas;Felsőtapolcai tér 144.;uZyMve2zMX95
tunde99;Dr. Jakab Éva Mária;F;erzsebet04@hotmail.com;1968-01-03;Hungary;Békésligetkőrös;Ceglédi utca 17.;P4p4T2uY0MWE
evafazekas;Horváth András Győző;M;rkocsis@yahoo.com;2003-09-06;Hungary;Budapest;Petőfi utca 41.;9tHRWrikPCvb
sandorhorvath;Kovács Mihályné Nagy Virág;F;petraszucs@gmail.com;1969-09-18;Hungary;Mosonhetvendevecser;Egeri utca 225.;78ZFmZvMy8Nj
meszarosibolya;Dr. Kissné Farkas Anikó Ilona;F;timea92@gmail.com;1952-09-24;Hungary;Ligetkőrös;Várai utca 24.;d7ROdWHqH1a9
gyorgy33;Dr. Nagy Erzsébet;F;andrea79@gmail.com;1952-10-09;Hungary;Sopron;József attila utca 137.;wqPDKsNx6bGf
tamastakacs;J. Kozma Tímea;F;molnarferenc@gmail.com;1979-07-30;Hungary;Mártonnádasd;Mellékdevecseri utca 135.;naoTKGLt32KZ
lukacsistvan;Balogh Horváth Balázs;M;inemeth@hotmail.com;1986-10-11;Hungary;Bácstótapáti;Petőfi sándor utca 49.;dVwlnwjH8JUa
vsipos;Dr. Veres Á. József;M;jizsef80@hotmail.com;2004-03-31;Hungary;Nyírligetvég;Pilismelléki utca 148.;Ok9RRGmisXyr
tibor89;Varga József Kristóf;M;papptamas@hotmail.com;2020-12-29;Hungary;Tótnémeti;Nagykereszti utca 12.;w9Ddz2hjXjDJ
vargamaria;Vörös Pál Gergő;M;bhorvath@hotmail.com;1958-08-29;Hungary;Tatabánya;Györgyberényi tér 189.;iC4V8bqWOVw6
bartabeata;Fekete Dezső;M;jnagy@hotmail.com;2019-07-18;Hungary;Mellékharaszti;Györgybányai utca 81.;5zsXc2SDGs4U
feheradrian;Dr. Kovács Norbert Roland;M;benceracz@gmail.com;1939-10-15;Hungary;Berény;Tapolcabányai tér 63.;U5BrmrzBLRnn
vorossandor;Dr. Némethné Vörös Márta;F;timea16@gmail.com;1927-08-25;Hungary;Szolnok;Ceglédi utca 170.;3UDubh9R6OYl
feherannamaria;Hajduné Dr. Gál Ildikó;F;laszli29@yahoo.com;1926-05-18;Hungary;Érd;Nyíregyházai utca 8.;2N1jahuYBNSb
krisztina69;László Kiss István;M;szabicsilla@yahoo.com;1953-04-29;Hungary;Nyékligetvára;Petőfi sándor út 201.;vFYT4Yj0TEEF
raczroland;Nagyné Dr. Kovács Erika;F;zsoltsomogyi@gmail.com;1959-12-25;Hungary;Mindszentfalu;Szenthídi utca 14.;2ygKhfQnH5H9
tamaskovacs;Dr. Szabó Andrásné;F;ribert64@hotmail.com;1926-06-30;Hungary;Pilismindszentberény;Székvári utca 110.;aQBFiowFkd0u
tithjeno;L. Horváth Gábor;M;kszabi@gmail.com;1965-07-08;Hungary;Somogyligetkőrös;Tapolcahalasi utca 61.;9TeyLDw5Omeh
fazekaszoltan;Boros Kovács Veronika;F;horvathzoltan@yahoo.com;1971-11-01;Hungary;Szombathely;Mosonmagyaróvári utca 179.;DtqMYrB4Y12d
qvarga;Nagyné Dr. Csonka Veronika Judit;F;roland04@hotmail.com;1910-05-27;Hungary;Hídnémeti;Tótvégi utca 57.;qxrGmVm60MyP
gyulasandor;Vargané Dr. Bálint Marianna;F;simonaron@gmail.com;1913-04-16;Hungary;Törökhíddevecser;Györgyvárosi utca 222.;4KjmVuvG5PHj
xkatona;Dr. Kiss Molnár Ilona;F;horvatheniko@gmail.com;1928-05-15;Hungary;Keresztháza;Veszprémi utca 158.;bO9FurBnoWfE
evakiss;Szabóné Horváth Lilla;F;xjuhasz@gmail.com;1925-07-16;Hungary;Fürdőfalva;Mátratapolcai utca 220.;0Mky7Eh2WwMB
juditpinter;Dr. E. Horváth Terézia;F;kovacsszilvia@gmail.com;1984-09-06;Hungary;Újmellékkőrös;Tiszaszéki utca 16.;4ETXv1dh2K8C
kmolnar;Balázs János;M;andreakiss@gmail.com;1967-12-26;Hungary;Tótfalva;Petőfi utca 72.;xu5pLJhcyGRI
krisztianvass;Varga I. Szilvia;F;attilafeher@gmail.com;2003-09-08;Hungary;Kunhátdevecser;Somogyszéki utca 4.;6fqmoQ048nGn
imre17;Dr. Balla Vörös Erzsébet;F;horvathandras@gmail.com;1956-10-02;Hungary;Hetvenberény;Petőfi sándor út 49.;68DJUVCu0vWJ
csabakiss;Dr. Szabó Ibolya;F;laszlivoros@gmail.com;1910-03-12;Hungary;Szerbhátfalu;Nyékmelléki utca 111.;eF4Rj3Jz9I6E
spap;G. Pataki Ferenc;M;zvarga@hotmail.com;2014-01-24;Hungary;Hetvenvár;Némettóti utca 74.;c4ApH8fgMacx
yszekeres;I. Szabó Zoltán;M;balazstakacs@hotmail.com;1989-12-01;Hungary;Rácfürdőnádasd;Ady endre út 177.;O3IAmJrYKC2s
lucaszucs;Törökné Papp Rita;F;mezeinikolett@gmail.com;1914-04-05;Hungary;Fürdőkőrös;Budapesti út 111.;7Vy5a7JfbTGt
farkaskatalin;Juhász Török Róbert;M;bkiss@yahoo.com;2023-06-13;Hungary;Magyarligetkőrös;Híddevecseri tér 241.;RDmKYB4y4wLO
mgal;Dr. Horváth Imre Ottó;M;kissmarianna@gmail.com;2015-10-22;Hungary;Fürdőfalu;Bajai utca 45.;Q6nRwwjH1oUm
gaborlengyel;L. Balogh György;M;aniki50@yahoo.com;1933-02-10;Hungary;Székesfehérvár;Mezőligeti út 14.;7zbC2iEjuqGG
zjinas;Farkas Horváth Csaba;M;szabiminika@gmail.com;2017-12-12;Hungary;Salgótarján;Szolnoki utca 123.;J4LhvPTX6SlF
erika98;Dr. Balogh L. Gábor;M;horvathkaroly@gmail.com;1998-10-23;Hungary;Fürdőnádasd;Tatabányai utca 63.;26YmEl8MNNBJ
olahzsolt;Dr. Baloghné Fülöp Katalin;F;pnagy@hotmail.com;1956-06-09;Hungary;Szigetszentmiklós;Tótfalui utca 71.;5BaekWYY2Bwd
adamszabi;Szabó Ibolya;F;vcsonka@hotmail.com;1991-01-02;Hungary;Pusztaligetberény;Bácsmelléki utca 11.;5h63Te7E0L1e
ckiraly;Juhász Antal;M;btith@gmail.com;2008-04-30;Hungary;Kismártonfa;Lajosszéki utca 77.;6BV6OWvt2UqO
klara74;B. Budai Tibor;M;juhaszmaria@gmail.com;1910-08-05;Hungary;Györgyhalas;Hetvenfalvai utca 105.;aDMLokk63fDu
pjinas;Balog Tibor Gábor;M;hegedusandrea@gmail.com;1953-03-25;Hungary;Vác;Tóthalasi út 230.;z2PDhwZGGpiY
timeanagy;Fekete Árpád;M;imre24@yahoo.com;1946-03-01;Hungary;Nagymindszentvég;Hídvárosi utca 106.;7cQ4Kz0nH5LW
ilonanagy;Kovácsné Nagy Edina Vivien;F;andrastith@hotmail.com;2001-02-12;Hungary;Zalaegerszeg;Székesfehérvári utca 95.;NtX2QqoA1YNc
zoltan87;Oláh Viktória;F;barnabas61@hotmail.com;2004-08-15;Hungary;Budapest;Dózsa györgy út 160.;7lnGwcw6OpCj
minikavoros;Vörösné Sárközi Julianna;F;gyulavarga@gmail.com;2007-04-26;Hungary;Nagyszékdevecser;Mátratapolcai utca 248.;0I9r9UgSWl3D
sandor53;Dr. Hegedüs Márk;M;laszli20@hotmail.com;1966-08-24;Hungary;Hátdevecser;Drávakereszti utca 20.;leYc32iZ52Pp
ildikinagy;Fehér Bence Attila;M;andreanagy@gmail.com;1987-06-21;Hungary;Győr;Mosontóti utca 72.;cQuh34sW7VJr
terezia90;Orsós Z. Lajos;M;peterszabi@gmail.com;1989-04-14;Hungary;Pilistamásiharaszti;Ady endre tér 246.;8B7boJ9gsCki
evakovacs;Dr. Csonkané Horváth Vivien;F;forsis@gmail.com;1917-04-29;Hungary;Szigetszentmiklós;Hódmezővásárhelyi utca 205.;1pM95ordAmpZ
morsis;Dr. Lengyel Horváth Erik;M;istvanhalasz@hotmail.com;1994-08-25;Hungary;Hetvennádasd;Némettamásii tér 114.;hLc64OxP7vqn
nikolett86;Dr. Lukács Zsolt;M;takacssandor@hotmail.com;1937-11-06;Hungary;Bácsberény;Törökligeti utca 242.;d6bPKnTGHKZK
gaborhorvath;Gulyás Mészáros Ibolya;F;viktor01@yahoo.com;1978-03-14;Hungary;Kunhídfalu;Tamásiházai utca 219.;5NsOzUoKGHLa
zsolt14;G. Jakab György;M;zhorvath@yahoo.com;1954-01-23;Hungary;Tatabánya;Nagykanizsai utca 39.;M3YpfarLkIEv
kovacsdavid;Rácz Attila;M;sjuhasz@yahoo.com;1933-07-21;Hungary;Szolnok;Szabadság tér 40.;MoEYnzRfLC1X
galhajnalka;L. Fodor Antal;M;ildiki12@yahoo.com;2013-03-28;Hungary;Érd;Dózsa györgy út 173.;n4cAGz56U2Zy
attilavarga;Kovács Klára;F;endre70@yahoo.com;1987-04-20;Hungary;Lajosfürdőhalas;József attila utca 120.;E0QTpdB56HxW
boglarka19;L. Horváth István;M;juhaszmaria@hotmail.com;2017-03-12;Hungary;Tamásiháza;Nyíregyházai utca 95.;VIgH5PysK8Ju
kisstamas;Dr. Farkas Kis Antal;M;ukiraly@yahoo.com;1970-09-20;Hungary;Halas;Györgyházai utca 72.;IsRnqszNr8AB
cbodnar;Bogdán Péter;M;adriennsomogyi@hotmail.com;1918-10-22;Hungary;Baja;Kossuth utca 92.;bAErXtuHA1wE
ojuhasz;Dr. Váradi Z. Gergely;M;erzsebet63@yahoo.com;2014-11-19;Hungary;Hódmezővásárhely;Németszéki utca 236.;8PF9JMgZ7uZJ
gabor03;Dr. Szűcs Erika;F;ptith@yahoo.com;1984-11-25;Hungary;Somogytamásiháza;Dózsa györgy út 86.;EO4jWV6e07TZ
hajnalka48;Orbán Sándor Gergely;M;lajosmeszaros@hotmail.com;2008-05-05;Hungary;Keresztkövesd;Mezői utca 77.;CsrUjUbr36uk
szekelyjudit;Dr. Simon Kovács Alex;M;vince56@yahoo.com;2016-07-21;Hungary;Kisfürdődevecser;Mosonmagyaróvári utca 58.;W3RI9XFtllcK
ilonahorvath;Dr. Kissné Vass Emma;F;barnabas38@gmail.com;1939-06-08;Hungary;Nagyhalas;Hátfalvai utca 215.;3Q6BIfFdXBo9
noemi19;Dr. K. Lukács Sándor;M;arankaszilagyi@gmail.com;1947-02-07;Hungary;Keresztháza;Szabadság utca 219.;setiEvs01V29
cdudas;Orosz Ferenc;M;farkasgabor@hotmail.com;1930-08-17;Hungary;Belsőfürdővár;Dunaújvárosi utca 54.;1jji1N3OR5la
kissagnes;Dr. Szabó Károly;M;tithkrisztian@hotmail.com;1955-03-08;Hungary;Hídnémeti;Tapolcanémetii utca 191.;aYCVsSWT06DC
veresjanos;Kovács Ágnes Szilvia;F;stakacs@hotmail.com;1975-06-12;Hungary;Nagykanizsa;Nyírhetveni utca 36.;KYoMI9tnGYF7
alexandra69;Dr. Antal Györgyné;F;tithjizsef@gmail.com;1924-05-27;Hungary;Dunaújváros;Hídvárai tér 179.;d3a0F2Mkknot
rszabi;Fodorné Dr. Varga Klaudia;F;kissimre@gmail.com;1947-07-18;Hungary;Mártonberény;Pilisi utca 199.;GF4QeP6svS9k
dszabi;Prof. Dr. Rácz Gyula;M;zita39@gmail.com;1974-07-12;Hungary;Baja;Alsómártoni utca 237.;C7IuOwQsY3sp
nagymargit;Pásztor Attila;M;lili98@gmail.com;1928-04-10;Hungary;Borsodhídnémeti;Békéscsabai út 171.;36wuoqTtv4SG
molnarmarcell;Molnár J. Barnabás;M;mariannaszilagyi@hotmail.com;2018-11-17;Hungary;Fa;Budamelléki utca 155.;qABBclkg9xnS
szabiferenc;Dr. Tóth N. Andrea;F;zsanett95@hotmail.com;1918-06-29;Hungary;Dunaújváros;Ligetbányai utca 22.;fzxSCp9M1SQ6
jdeak;Nagy Kovács László;M;ilonalukacs@hotmail.com;1954-07-02;Hungary;Nagyhídvárad;József attila utca 78.;87si2D0S7J9Y
kocsisimre;Kissné Dr. Horváth Krisztina;F;mariaolah@hotmail.com;1922-05-13;Hungary;Drávahídvára;Lajosgyörgyi utca 198.;phNhD8nk2V3z
ibolya22;Dr. Kovácsné Juhász Mária;F;fvarga@yahoo.com;1991-12-18;Hungary;Felsőfürdőfalu;Budapesti utca 195.;5OFlgnOYyqyZ
gpapp;Dr. F. Török Zsombor;M;szilvia57@yahoo.com;1996-10-07;Hungary;Székesfehérvár;Györgynémetii utca 149.;8dvXEnpz62wj
zoltan85;Szabó János Imre;M;marta49@hotmail.com;1930-07-12;Hungary;Tapolcanémeti;Pécsi utca 124.;Q7saCJLjzu92
antal77;Dr. Varga István Attila;M;nagyferenc@yahoo.com;2021-07-27;Hungary;Somogytapolcahida;Nagymindszenti tér 48.;2BsOSbQwSu4L
bence68;Papp Péter;M;barbarafabian@hotmail.com;1927-06-28;Hungary;Hódmezővásárhely;Tatabányai utca 70.;1Z5cgYMzhT1m
wtith;Dr. Nagyné Varga Zsuzsanna;F;dhorvath@yahoo.com;2003-08-10;Hungary;Hódmezővásárhely;Ózdi utca 83.;k9lLNockfAHX
tiborjakab;Lakatos Imre Péter;M;gszucs@yahoo.com;1984-09-12;Hungary;Szigetszentmiklós;Salgótarjáni utca 63.;7f3eSCnwWs59
csaba84;Juhász T. Tamás;M;andreavarga@gmail.com;2004-05-08;Hungary;Nyíregyháza;Budatamásii utca 29.;HII2mL7syPnq
jizsef02;F. Varga Gábor;M;tunde94@hotmail.com;1989-07-09;Hungary;Nagykanizsa;Zalaegerszegi utca 41.;sKJoDfoXrSn8
timea57;Dr. Szabó Ilona Rozália;F;maria97@gmail.com;1917-08-08;Hungary;Pusztakeresztnádasd;Tótbányai tér 6.;42j9LIPfmgWn
judithorvath;Pap Kitti;F;kovacsjulianna@gmail.com;1942-08-25;Hungary;Békéscsaba;Petőfi sándor utca 130.;NXF7CJty4X17
xszucs;Dr. Kissné Somogyi Mária;F;sandor30@yahoo.com;1927-10-04;Hungary;Fürdőhida;Nyírhídi utca 199.;wBEjFi5Az8Hj
dorsis;J. Simon Károly;M;mariamezei@gmail.com;1921-11-14;Hungary;Tapolcavár;Nagykanizsai utca 155.;d0ZrIMBp6ZRV
etith;Fodor Ferenc Gergely;M;horvathvivien@hotmail.com;2024-07-28;Hungary;Nyírszékharaszti;Debreceni utca 223.;7AObpOgaizFg
szabiedit;Varga Z. Gábor;M;erzsebetbalogh@hotmail.com;1985-11-18;Hungary;Nyíregyháza;Zalaegerszegi utca 67.;R3PNGQii6El8
karoly46;Dr. Papp Józsefné Király Mária;F;marta34@yahoo.com;1946-06-05;Hungary;Hódmezővásárhely;Hátharasztii utca 106.;E0Abay9mxy6a
rekanemes;B. Szilágyi Szilvia;F;tibor96@hotmail.com;1987-09-19;Hungary;Mártonnádasd;Drávatóti utca 122.;00PvFqi4zCI5
kozmabalint;Mészáros C. Mihály;M;hegedusmelinda@hotmail.com;1914-06-03;Hungary;Vác;Ady endre utca 148.;7I1Fn56aV3ZD
jeno64;Sipos János Hunor;M;dpapp@yahoo.com;1995-04-06;Hungary;Cegléd;Borsodmindszenti utca 205.;EVafSUIqPg0L
zoltan58;Tóth Farkas Krisztián;M;qszabi@gmail.com;1929-08-27;Hungary;Tatabánya;Ceglédi tér 134.;3poUAKZ6OETe
janosbalogh;Deák Ferenc Sándor;M;xpapp@yahoo.com;1937-02-06;Hungary;Ligetnádasd;Petőfi sándor utca 158.;f9g4Nv5VkpOL
laszli89;Simon Rácz Jenő;M;nagykrisztina@gmail.com;1911-06-14;Hungary;Pécs;Érdi utca 57.;2nChBwxuSYL4
anna81;Baloghné Kozma Zsuzsanna Lili;F;agnesballa@yahoo.com;1969-04-06;Hungary;Vác;Mindszentberényi tér 8.;LzY5MnR5WkVy
mark46;Juhász Éva;F;balazsadrienn@hotmail.com;1920-05-06;Hungary;Nyékgyörgyvára;Szigetszentmiklósi utca 175.;yY6WvkYd2p7W
istvan55;Ráczné Bogdán Erzsébet Hanna;F;farkasmaria@yahoo.com;1951-09-01;Hungary;Pécs;Ceglédi út 246.;qzWuhz5xD84C
juhaszeniko;Kovács Julianna Gyöngyi;F;istvanfazekas@gmail.com;1924-12-19;Hungary;Tótvára;Ady endre út 181.;Z6XxULd83DQW
balazstith;G. Fehér Patrik;M;otith@hotmail.com;1926-02-12;Hungary;Mártonhida;Petőfi tér 247.;ox5lNltQ6EWG
brigitta35;Dr. Varga Katalin;F;imretith@gmail.com;1926-08-01;Hungary;Dunakeszi;Dózsa györgy út 236.;tE69id4roXmI
attilakatona;Dr. N. Horváth Tibor;M;erzsebetvarga@gmail.com;1943-07-31;Hungary;Hátfalva;Mezőhídi tér 113.;NN26XPJnV4f3
simonilona;Farkas Zoltán János;M;bnagy@gmail.com;2010-11-20;Hungary;Piliskeresztvár;Magyarligeti utca 180.;P4RVpTPwz58M
anitafeher;Mezei Orsolya Erzsébet;F;antalszalai@gmail.com;1990-10-18;Hungary;Nyírtótháza;Fürdőharasztii körút 111.;ltOx2vLE9FuF
